# CheminTotalEnMicrons	Intensite
-7.115000000000000000e+03	6.000003215841164206e+01
-7.114800000000000182e+03	5.999996689612579104e+01
-7.114600000000000364e+03	6.000003417251625848e+01
-7.114399999999999636e+03	5.999996790893118259e+01
-7.114199999999999818e+03	6.000002627245834219e+01
-7.114000000000000000e+03	5.999997513027706475e+01
-7.113800000000000182e+03	6.000003251289078321e+01
-7.113600000000000364e+03	5.999996618106482771e+01
-7.113399999999999636e+03	6.000002599441587137e+01
-7.113199999999999818e+03	5.999996412562592241e+01
-7.113000000000000000e+03	6.000003098040613736e+01
-7.112800000000000182e+03	5.999996361242202170e+01
-7.112600000000000364e+03	6.000002469170721753e+01
-7.112399999999999636e+03	5.999997096227009763e+01
-7.112199999999999818e+03	6.000002630598054765e+01
-7.112000000000000000e+03	5.999997126508502276e+01
-7.111800000000000182e+03	6.000003452718488006e+01
-7.111600000000000364e+03	5.999996645916819915e+01
-7.111399999999999636e+03	6.000003344419680218e+01
-7.111199999999999818e+03	5.999997356393483017e+01
-7.111000000000000000e+03	6.000002742903794228e+01
-7.110800000000000182e+03	5.999996646874154038e+01
-7.110600000000000364e+03	6.000002724526135722e+01
-7.110399999999999636e+03	5.999996724139374038e+01
-7.110199999999999818e+03	6.000002835893508291e+01
-7.110000000000000000e+03	5.999997105726928481e+01
-7.109800000000000182e+03	6.000002882860071196e+01
-7.109600000000000364e+03	5.999996440270718523e+01
-7.109399999999999636e+03	6.000003357666520287e+01
-7.109199999999999818e+03	5.999996398820645993e+01
-7.109000000000000000e+03	6.000002636786840782e+01
-7.108800000000000182e+03	5.999996856647835131e+01
-7.108600000000000364e+03	6.000003312918678944e+01
-7.108399999999999636e+03	5.999996828295914497e+01
-7.108199999999999818e+03	6.000002785576464959e+01
-7.108000000000000000e+03	5.999997279734498079e+01
-7.107800000000000182e+03	6.000002462294051497e+01
-7.107600000000000364e+03	5.999996354422624734e+01
-7.107399999999999636e+03	6.000003106896977556e+01
-7.107199999999999818e+03	5.999997130744952045e+01
-7.107000000000000000e+03	6.000003131950508362e+01
-7.106800000000000182e+03	5.999997047966587616e+01
-7.106600000000000364e+03	6.000002868071656081e+01
-7.106399999999999636e+03	5.999997205476498152e+01
-7.106199999999999818e+03	6.000002502733345011e+01
-7.106000000000000000e+03	5.999996359081780639e+01
-7.105800000000000182e+03	6.000003066979461863e+01
-7.105600000000000364e+03	5.999997517060376850e+01
-7.105399999999999636e+03	6.000002962873955425e+01
-7.105199999999999818e+03	5.999997345311036412e+01
-7.105000000000000000e+03	6.000003587714318343e+01
-7.104800000000000182e+03	5.999997151785609617e+01
-7.104600000000000364e+03	6.000002510142050483e+01
