# CheminTotalEnMicrons	Intensite
-2.002200000000000045e+03	9.591537120283810225e+00
-2.002000000000000000e+03	1.038342317077889376e+01
-2.001799999999999955e+03	1.021467773596905104e+01
-2.001600000000000136e+03	9.533177981526822720e+00
-2.001400000000000091e+03	1.029663903849610485e+01
-2.001200000000000045e+03	1.019639637656251629e+01
-2.001000000000000000e+03	9.537058751919790467e+00
-2.000799999999999955e+03	1.001912340499780640e+01
-2.000600000000000136e+03	1.032785753392738037e+01
-2.000400000000000091e+03	9.571630102717051614e+00
-2.000200000000000045e+03	9.936024776139428027e+00
-2.000000000000000000e+03	1.053153705071633084e+01
-1.999799999999999955e+03	9.634228103796914411e+00
-1.999600000000000136e+03	9.742292321331129656e+00
-1.999400000000000091e+03	1.059454954965783635e+01
-1.999200000000000045e+03	9.756862463331911428e+00
-1.999000000000000000e+03	9.657185867769632281e+00
-1.998799999999999955e+03	1.048595837602836767e+01
-1.998600000000000136e+03	9.887005097659587349e+00
-1.998400000000000091e+03	9.531411836260296866e+00
-1.998200000000000045e+03	1.044420900757066484e+01
-1.998000000000000000e+03	1.017724608588750712e+01
-1.997799999999999955e+03	9.564408094350245193e+00
-1.997600000000000136e+03	1.033737471160705823e+01
-1.997400000000000091e+03	1.021879571882534776e+01
-1.997200000000000045e+03	9.541481630980207740e+00
-1.997000000000000000e+03	1.002804255238459064e+01
-1.996799999999999955e+03	1.041212000700811835e+01
-1.996600000000000136e+03	9.645925267653225887e+00
-1.996400000000000091e+03	9.933118349144987036e+00
-1.996200000000000045e+03	1.045985132136009987e+01
-1.996000000000000000e+03	9.660742537421439735e+00
-1.995799999999999955e+03	9.788105601374702758e+00
-1.995600000000000136e+03	1.058972993695825693e+01
-1.995400000000000091e+03	9.787697274417784143e+00
-1.995200000000000045e+03	9.647034658635829985e+00
-1.995000000000000000e+03	1.048467886848775699e+01
-1.994799999999999955e+03	9.904749148787370672e+00
-1.994600000000000136e+03	9.490782997214694205e+00
-1.994400000000000091e+03	1.048211416229640491e+01
-1.994200000000000045e+03	1.003555634020056786e+01
-1.994000000000000000e+03	9.572269470694045879e+00
-1.993799999999999955e+03	1.016483261776074976e+01
-1.993600000000000136e+03	1.017924897070368395e+01
-1.993400000000000091e+03	9.527947400879444473e+00
-1.993200000000000045e+03	1.014106100121069609e+01
-1.993000000000000000e+03	1.050236061626751116e+01
-1.992799999999999955e+03	9.485512430302513565e+00
-1.992600000000000136e+03	9.900045031848096144e+00
-1.992400000000000091e+03	1.039312207239810526e+01
-1.992200000000000045e+03	9.644268022497072934e+00
-1.992000000000000000e+03	9.787100531427524785e+00
-1.991799999999999955e+03	1.041404808688472983e+01
-1.991600000000000136e+03	9.816179241204084249e+00
-1.991400000000000091e+03	9.691029882738900980e+00
-1.991200000000000045e+03	1.041563198783407351e+01
-1.991000000000000000e+03	1.002675400711616582e+01
-1.990799999999999955e+03	9.606959685975532182e+00
-1.990600000000000136e+03	1.029517691973303961e+01
-1.990400000000000091e+03	1.011184067806793152e+01
-1.990200000000000045e+03	9.532986982260526432e+00
-1.990000000000000000e+03	1.026061097807471434e+01
-1.989799999999999955e+03	1.033872889072224588e+01
-1.989600000000000136e+03	9.568843678353321280e+00
-1.989400000000000091e+03	1.002534590276584225e+01
-1.989200000000000045e+03	1.047124116253051973e+01
-1.989000000000000000e+03	9.472647181848040887e+00
-1.988799999999999955e+03	9.904617543382533640e+00
-1.988600000000000136e+03	1.048449529442759776e+01
-1.988400000000000091e+03	9.758383010206625130e+00
-1.988200000000000045e+03	9.700141064796870438e+00
-1.988000000000000000e+03	1.041780897128102090e+01
-1.987799999999999955e+03	9.729368957537653628e+00
-1.987600000000000136e+03	9.704113121587338853e+00
-1.987400000000000091e+03	1.036874077136602779e+01
-1.987200000000000045e+03	9.916264660835590661e+00
-1.987000000000000000e+03	9.496580229165488163e+00
-1.986799999999999955e+03	1.034740464011495575e+01
-1.986600000000000136e+03	1.004060638822670803e+01
-1.986400000000000091e+03	9.443753002261715324e+00
-1.986200000000000045e+03	1.026669503978408571e+01
-1.986000000000000000e+03	1.036177687431123573e+01
-1.985799999999999955e+03	9.526815682545159092e+00
-1.985600000000000136e+03	1.020465014694314121e+01
-1.985400000000000091e+03	1.038772127587627558e+01
