# CheminTotalEnMicrons	Intensite
-5.000000000000000000e+02	1.054669435491406304e+01
-4.998000000000000114e+02	1.068135062074546582e+01
-4.996000000000000227e+02	8.568051216906285461e+00
-4.993999999999999773e+02	1.122933509236362681e+01
-4.991999999999999886e+02	9.627544605955533186e+00
-4.990000000000000000e+02	9.617757121709299639e+00
-4.988000000000000114e+02	1.010530734895817595e+01
-4.986000000000000227e+02	1.066424486920256776e+01
-4.983999999999999773e+02	8.279905108092577848e+00
-4.981999999999999886e+02	1.211735017368002509e+01
-4.980000000000000000e+02	8.540164753016396659e+00
-4.978000000000000114e+02	1.031398593481457304e+01
-4.976000000000000227e+02	1.075672665296069930e+01
-4.973999999999999773e+02	8.866034986532920215e+00
-4.971999999999999886e+02	1.047661630230470031e+01
-4.970000000000000000e+02	1.016234374517257422e+01
-4.968000000000000114e+02	9.471812983519125595e+00
-4.966000000000000227e+02	9.785256602753719335e+00
-4.963999999999999773e+02	1.121629916690852369e+01
-4.961999999999999886e+02	8.228745644953466609e+00
-4.960000000000000000e+02	1.192356898759802952e+01
-4.958000000000000114e+02	8.767831684025583883e+00
-4.956000000000000227e+02	1.029153786173925766e+01
-4.953999999999999773e+02	1.013407566205547994e+01
-4.951999999999999886e+02	9.701904231976481441e+00
-4.950000000000000000e+02	9.913564366020077401e+00
-4.948000000000000114e+02	1.017480769761632864e+01
-4.946000000000000227e+02	1.001692253392039689e+01
-4.943999999999999773e+02	9.690022101703867463e+00
-4.941999999999999886e+02	1.076479307367122473e+01
-4.940000000000000000e+02	8.786610090653333316e+00
-4.938000000000000114e+02	1.119931019200689093e+01
-4.936000000000000227e+02	8.737720745019871060e+00
-4.933999999999999773e+02	1.110511140392706686e+01
-4.931999999999999886e+02	9.287151809031433558e+00
-4.930000000000000000e+02	1.027641282213107488e+01
-4.928000000000000114e+02	1.023024567977175003e+01
-4.926000000000000227e+02	9.721217708921431111e+00
-4.923999999999999773e+02	1.013915071135195767e+01
-4.921999999999999886e+02	1.014841353706605531e+01
-4.920000000000000000e+02	9.963234051088381449e+00
-4.918000000000000114e+02	9.521971065503535669e+00
-4.916000000000000227e+02	1.128154605158865209e+01
-4.913999999999999773e+02	8.110567439925029376e+00
-4.911999999999999886e+02	1.181121219961631397e+01
-4.910000000000000000e+02	9.020099605369811258e+00
-4.908000000000000114e+02	1.008612104770178064e+01
-4.906000000000000227e+02	1.053762206318633332e+01
-4.903999999999999773e+02	9.605162656940995802e+00
-4.901999999999999886e+02	9.558071201208434786e+00
-4.900000000000000000e+02	1.096938733773378516e+01
-4.898000000000000114e+02	9.314311634832998621e+00
-4.896000000000000227e+02	9.561150333906658361e+00
-4.893999999999999773e+02	1.162710468050343415e+01
-4.891999999999999886e+02	7.719145354934496162e+00
-4.890000000000000000e+02	1.184027200396529622e+01
-4.888000000000000114e+02	9.243047736888696519e+00
-4.886000000000000227e+02	9.654148383182530324e+00
-4.883999999999999773e+02	1.046329016949348301e+01
-4.881999999999999886e+02	1.032189528322830796e+01
-4.880000000000000000e+02	9.015187407085313964e+00
-4.878000000000000114e+02	1.124335988404240361e+01
-4.876000000000000227e+02	9.361955651551065571e+00
-4.873999999999999773e+02	9.327594594406052764e+00
-4.871999999999999886e+02	1.173675838625323209e+01
-4.870000000000000000e+02	8.212737940066466180e+00
-4.868000000000000114e+02	1.125031985656903721e+01
-4.866000000000000227e+02	9.622637267257916349e+00
-4.863999999999999773e+02	1.010931630314800422e+01
-4.861999999999999886e+02	9.769327761337777360e+00
-4.860000000000000000e+02	1.071047598706967463e+01
-4.858000000000000114e+02	8.830604573322824891e+00
-4.856000000000000227e+02	1.093497919045492850e+01
-4.853999999999999773e+02	9.678110609005040388e+00
-4.851999999999999886e+02	9.618855652503750520e+00
-4.850000000000000000e+02	1.078370694239478311e+01
-4.848000000000000114e+02	9.023046695838521813e+00
-4.846000000000000227e+02	1.094681061167184133e+01
-4.843999999999999773e+02	9.208589013358084330e+00
-4.841999999999999886e+02	1.078432075690132663e+01
-4.840000000000000000e+02	9.308141498242063605e+00
-4.838000000000000114e+02	1.055094630461741723e+01
-4.836000000000000227e+02	9.260563822266657752e+00
-4.833999999999999773e+02	1.083100877039048981e+01
-4.831999999999999886e+02	9.234345923416245938e+00
-4.830000000000000000e+02	1.065709885070615748e+01
-4.828000000000000114e+02	9.902146487627163651e+00
-4.826000000000000227e+02	9.331637474973742741e+00
-4.823999999999999773e+02	1.139022226399272775e+01
-4.821999999999999886e+02	8.589169333924397520e+00
-4.820000000000000000e+02	1.104802307475503653e+01
-4.818000000000000114e+02	9.556513571939655449e+00
-4.816000000000000227e+02	9.965837530360712293e+00
-4.813999999999999773e+02	9.665979770125387560e+00
-4.811999999999999886e+02	1.111391889916780862e+01
-4.810000000000000000e+02	8.440880995662805475e+00
-4.808000000000000114e+02	1.131464662744109440e+01
-4.806000000000000227e+02	9.680618849382852886e+00
-4.803999999999999773e+02	8.988438766776033262e+00
-4.801999999999999886e+02	1.161119089177357644e+01
-4.800000000000000000e+02	8.669532259786196349e+00
-4.798000000000000114e+02	1.042486805140484307e+01
